id,title,overview,genres,vote_average,vote_count,popularity,poster_path
762,Monty Python and the Holy Grail,"King Arthur, accompanied by his squire, recruits his Knights of the Round Table, including Sir Bedevere the Wise, Sir Lancelot the Brave, Sir Robin the Not-Quite-So-Brave-As-Sir-Lancelot and Sir Galahad the Pure. On the way, Arthur battles the Black Knight who, despite having had all his limbs chopped off, insists he can still fight. They reach Camelot, but Arthur decides not  to enter, as ""it is a silly place"".","12,35,14",7.803,5967,9.337,/8AVb7tyxZRsbKJNOTJHQZl7JYWO.jpg
933131,Badland Hunters,"After a deadly earthquake turns Seoul into a lawless badland, a fearless huntsman springs into action to rescue a teenager abducted by a mad doctor.","878,28",6.734,734,8.8842,/zVMyvNowgbsBAL6O6esWfRpAcOb.jpg
1135869,Salome,Kelas Bintang is back with this pack of drama called Salome.,"18,10749",10.0,1,9.7889,/9R94k6pMdLWHwzxSSlKVrPo0EE3.jpg
75612,Oblivion,"Jack Harper is one of the last few drone repairmen stationed on Earth. Part of a massive operation to extract vital resources after decades of war with a terrifying threat known as the Scavs, Jack’s mission is nearly complete. His existence is brought crashing down when he rescues a beautiful  stranger from a downed spacecraft. Her arrival triggers a chain of events that  forces him to question everything he knows and puts the fate of humanity in his hands.","28,878,12,9648",6.654,10883,8.9614,/eO3r38fwnhb58M1YgcjQBd3VNcp.jpg
1470086,Ligaw,"A sultry woman who charms the hearts of men in a remote province. Dolores, a devoted wife to her paraplegic husband, falls for a young mountaineer. What begins as a reckless escape turns into an affair drenched in passion and secrecy.","18,10749",0.0,0,11.8937,/yc8V3KEnhvPrzXpdYTXdTvjpOb5.jpg
2649,The Game,"In honor of his birthday, San Francisco banker Nicholas Van Orton, a financial genius and a cold-hearted loner, receives an unusual present from his younger brother, Conrad: a gift certificate to play a unique kind of game. In nary a nanosecond, Nicholas finds himself consumed by a dangerous set of ever-changing rules, unable to distinguish where the charade ends and reality begins.","18,53,9648",7.568,6799,8.5631,/4UOa079915QjiTA2u5hT2yKVgUu.jpg
257344,Pixels,Video game experts are recruited by the military to fight 1980s-era video game characters who've attacked New York.,"28,35,878,14",5.744,7663,8.6017,/d26S5EfVXLNxRXqyFy1yyl3qRq3.jpg
18240,The Proposal,"When she learns she's in danger of losing her visa status and being deported, overbearing book editor Margaret Tate forces her put-upon assistant, Andrew Paxton, to marry her.","35,10749,18",7.153,7047,9.6721,/aEqtJDj8MvSDQwzggvcOfFTZMw.jpg
118340,Guardians of the Galaxy,"Light years from Earth, 26 years after being abducted, Peter Quill finds himself the prime target of a manhunt after discovering an orb wanted by Ronan the Accuser.","28,878,12",7.904,28494,9.7933,/jPrJPZKJVhvyJ4DmUTrDgmFN0yG.jpg
127585,X-Men: Days of Future Past,The ultimate X-Men ensemble fights a war for the survival of the species across two time periods as they join forces with their younger selves in an epic battle that must change the past – to save our future.,"28,12,878",7.528,15562,9.4775,/tYfijzolzgoMOtegh1Y7j2Enorg.jpg
9732,The Lion King II: Simba's Pride,"The circle of life continues for Simba, now fully grown and in his rightful place as the king of Pride Rock. Simba and Nala have given birth to a daughter, Kiara who's as rebellious as her father was. But Kiara drives her parents to distraction when she catches the eye of Kovu, the son of the evil lioness, Zira. Will Kovu steal Kiara's heart?","10751,12,16,28",6.948,4483,9.2229,/sWR1x6UCMCGN9xEf8RGhPS934X0.jpg
770,Gone with the Wind,The spoiled daughter of a Georgia plantation owner conducts a tumultuous romance with a cynical profiteer during the American Civil War and Reconstruction Era.,"18,10752,10749",7.934,4118,8.7332,/lNz2Ow0wGCAvzckW7EOjE03KcYv.jpg
967847,Ghostbusters: Frozen Empire,"When the discovery of an ancient artifact unleashes an evil force, Ghostbusters new and old must join forces to protect their home and save the world from a second Ice Age.","14,12,35",6.5,1788,8.513,/e1J2oNzSBdou01sUvriVuoYp0pJ.jpg
335988,Transformers: The Last Knight,"Humans and Transformers are at war. Optimus Prime is gone. The key to saving our future lies buried in the secrets of the past, in the hidden history of Transformers on Earth. Saving our world falls upon the shoulders of an unlikely alliance: Cade Yeager; Bumblebee; an English Lord; and an Oxford Professor.","28,12,878",6.055,6352,9.6067,/s5HQf2Gb3lIO2cRcFwNL9sn1o1o.jpg
109439,The Hangover Part III,"This time, there's no wedding. No bachelor party. What could go wrong, right? But when the Wolfpack hits the road, all bets are off.",35,6.21,8805,9.2521,/vtxuPWkdllLNLVyGjKYa267ntuH.jpg
1139566,Through My Window 3: Looking at You,"After the events of the summer, Ares and Raquel they don't see a way forward in their relationship and decide to go separate ways. But when they meet again in the winter in Barcelona, the love and desire they feel for each other is undeniable. Will they be able to find a way to get back together?","10749,18,35",6.94,615,9.3687,/gwpTgtwVAwmvivBN8rAQABpx9Am.jpg
249397,Nymphomaniac: Vol. II,The continuation of Joe's sexually dictated life delves into the darker aspects of her adult life and what led to her being in Seligman's care.,"18,9648",6.7,2960,9.6374,/iLUNqgNKuWn667kXCKztSxYbT3k.jpg
318846,The Big Short,The men who made millions from a global economic meltdown.,"35,18",7.355,9219,10.0148,/scVEaJEwP8zUix8vgmMoJJ9Nq0w.jpg
131634,The Hunger Games: Mockingjay - Part 2,"With the nation of Panem in a full scale war, Katniss confronts President Snow in the final showdown. Teamed with a group of her closest friends – including Gale, Finnick, and Peeta – Katniss goes off on a mission with the unit from District 13 as they risk their lives to stage an assassination attempt on President Snow who has become increasingly obsessed with destroying her. The mortal traps, enemies, and moral choices that await Katniss will challenge her more than any arena she faced in The Hunger Games.","28,12,878",6.899,12742,9.6191,/7uLJCuK0ufoDklUdOORC8XanOKw.jpg
274870,Passengers,"A spacecraft traveling to a distant colony planet and transporting thousands of people has a malfunction in its sleep chambers. As a result, two passengers are awakened 90 years early.","18,10749,878",6.953,13517,9.7122,/oZpdONg32luHu0g8HcysuPgSlIK.jpg
758323,The Pope's Exorcist,"Father Gabriele Amorth, Chief Exorcist of the Vatican, investigates a young boy's terrifying possession and ends up uncovering a centuries-old conspiracy the Vatican has desperately tried to keep hidden.","27,53",6.959,2872,9.4811,/jFC4LS5qTAT3PinzdEzINfu1CV9.jpg
1311031,Demon Slayer: Kimetsu no Yaiba Infinity Castle,"As the Demon Slayer Corps members and Hashira engaged in a group strength training program, the Hashira Training, in preparation for the forthcoming battle against the demons, Muzan Kibutsuji appears at the Ubuyashiki Mansion. With the head of the Demon Corps in danger, Tanjiro and the Hashira rush to the headquarters but are plunged into a deep descent to a mysterious space by the hands of Muzan Kibutsuji.  The destination of where Tanjiro and Demon Slayer Corps have fallen is the demons' stronghold – the Infinity Castle. And so, the battleground is set as the final battle between the Demon Slayer Corps and the demons ignites.","16,28,14,53",0.0,0,9.0093,/aFRDH3P7TX61FVGpaLhKr6QiOC1.jpg
338953,Fantastic Beasts: The Secrets of Dumbledore,"Professor Albus Dumbledore knows the powerful, dark wizard Gellert Grindelwald is moving to seize control of the wizarding world. Unable to stop him alone, he entrusts magizoologist Newt Scamander to lead an intrepid team of wizards and witches. They soon encounter an array of old and new beasts as they clash with Grindelwald's growing legion of followers.","14,12",6.642,4685,9.4615,/3c5GNLB4yRSLBby0trHoA1DSQxQ.jpg
1734,The Mummy Returns,"Rick and Evelyn O’Connell, along with their 8-year-old son Alex, discover the key to the legendary Scorpion King’s might: the fabled Bracelet of Anubis. Unfortunately, a newly resurrected Imhotep has designs on the bracelet as well, and isn’t above kidnapping its new bearer, Alex, to gain control of Anubis’s otherworldly army.","12,28,14",6.374,7202,8.3867,/kdJsW7hcy1lrj7tdMPycTAQPAiR.jpg
1199840,Mientras Cupido no está,"Mirtha Del Cañon is the owner of a million-dollar company. Her only son, Bartolo, is a mess, and to straighten him out, she decides to look for a woman for him, to achieve that, she organizes a casting to find the perfect daughter-in-law.",35,6.143,7,8.5258,/figjQxoiVMNuDJe5wl4nrgAJTDD.jpg
1167271,Weekend in Taipei,"A former DEA agent and a former undercover operative revisit their romance during a fateful weekend in Taipei, unaware of the dangerous consequences of their past.","28,12,53",6.219,176,8.8736,/qSc0AUvs8mRy00R9y8QYEHWIAQ9.jpg
20760,Lilo & Stitch 2: Stitch Has a Glitch,"Now, we find the rowdy extraterrestrial getting used to life with his new ʻohana. However, a malfunction in the ultimate creation of Dr. Jumba soon emerges, which reinstates his destructive programming and threatens to both ruin his friendship with Lilo and to short him out for good!","16,10751,35,878",6.663,1479,9.3363,/vcn7a7ENxi5TBTlka4wYLzmKQIp.jpg
32657,Percy Jackson & the Olympians: The Lightning Thief,"Accident prone teenager, Percy discovers he's actually a demi-God, the son of Poseidon, and he is needed when Zeus' lightning is stolen. Percy must master his new found skills in order to prevent a war between the Gods that could devastate the entire world.","12,14,10751",6.211,7547,9.6874,/brzpTyZ5bnM7s53C1KSk1TmrMO6.jpg
141213,Riot in a Women's Prison,"This film traces the prison life of a group of women who-rather than being prepared to reenter society-are brought to the limits of depravity. Martine, wrongly imprisoned will bear the scars of a prison system wrongly based on punishment rather than rehabilitation.",18,4.7,10,8.7882,/2YH7zIr7NtggGJw9MGgpvi2GolK.jpg
1059128,Queer,"1950. William Lee, an American expat in Mexico City, spends his days almost entirely alone, except for a few contacts with other members of the small American community. His encounter with Eugene Allerton, an expat former soldier, new to the city, shows him, for the first time, that it might be finally possible to establish an intimate connection with somebody.","18,10749",6.736,331,8.3174,/xe4b2TMciLKA1C0JlhWxb4ENLln.jpg
503919,The Lighthouse,Two lighthouse keepers try to maintain their sanity while living on a remote and mysterious New England island in the 1890s.,"18,14,53",7.501,5093,8.5657,/f1tIYarTbkBdIT1aW0gzelDwknv.jpg
28,Apocalypse Now,"At the height of the Vietnam war, Captain Benjamin Willard is sent on a dangerous mission that, officially, ""does not exist, nor will it ever exist."" His goal is to locate - and eliminate - a mysterious Green Beret Colonel named Walter Kurtz, who has been leading his personal army on illegal guerrilla missions into enemy territory.","18,10752",8.271,8478,9.7228,/gQB8Y5RCMkv2zwzFHbUJX3kAhvA.jpg
61979,Three Steps Above Heaven,"Story of two young people who belong to different worlds. It is the chronicle of a love improbable, almost impossible but inevitable dragging in a frantic journey they discover the first great love. Babi is a girl from upper-middle class that is educated in goodness and innocence . Hache is a rebellious boy, impulsive, unconscious, has a appetite for risk and danger embodied in endless fights and illegal motorbike races, the limit of common sense","10749,18",7.725,3112,9.0435,/nNoMfNPnvEzGADXDkP6eJAP81KB.jpg
76757,Jupiter Ascending,"In a universe where human genetic material is the most precious commodity, an impoverished young Earth woman becomes the key to strategic maneuvers and internal strife within a powerful dynasty…","878,14,28",5.459,6826,8.3548,/xzQ25m9vrdyvpLX74T3B3KB40Ou.jpg
5915,Into the Wild,"After graduating from Emory University in 1992, top student and athlete Christopher McCandless abandons his possessions, gives his entire $24,000 savings account to charity, and hitchhikes to Alaska to live in the wilderness.","12,18",7.797,9675,8.3513,/jnLnLYP5pGDfri04gxtAqAvkHMw.jpg
976893,Perfect Days,"Hirayama is content with his life as a toilet cleaner in Tokyo. Outside of his structured routine, he cherishes music on cassette tapes, books, and taking photos of trees. Through unexpected encounters, he reflects on finding beauty in the world.",18,7.748,1475,9.3863,/mjEk5Wwx6TYVqw29zSaUHclMIgp.jpg
